SampleID,StationID,CollDate,TaxaID,N_Taxa,FFG,Habit,BCG_ATTR,TolVal,Phylum,SubPhylum,Class,SubClass,Order,Family,SubFamily,Tribe,Genus
Samp9219,OKRM-1021,6/2/2014,Polypedilum,3,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9219,OKRM-1021,6/2/2014,Procladius,1,PR,SP,5,9,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9219,OKRM-1021,6/2/2014,Coenagrionidae,4,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9219,OKRM-1021,6/2/2014,Ephydridae,2,CG,BU,5,6,Arthropoda,,Insecta,,Diptera,Ephydridae,,,
Samp9219,OKRM-1021,6/2/2014,Progomphus,3,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9220,OKRM-1026,8/19/2014,Arrenurus,3,PR,,4,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Arrenuridae,,,
Samp9220,OKRM-1026,8/19/2014,Cercobrachys,3,,,4,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9220,OKRM-1026,8/19/2014,Ceratopogoninae,3,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9220,OKRM-1026,8/19/2014,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9220,OKRM-1026,8/19/2014,Cryptochironomus,3,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9220,OKRM-1026,8/19/2014,Polypedilum,1,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9220,OKRM-1026,8/19/2014,Tanypus,11,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9220,OKRM-1026,8/19/2014,Gomphidae,2,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9220,OKRM-1026,8/19/2014,Progomphus,2,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9220,OKRM-1026,8/19/2014,Homoeoneuria,5,CF;CG,BU,2,2,Arthropoda,,Insecta,,Ephemeroptera,Oligoneuriidae,,,
Samp9221,OKRO-1092,6/30/2014,Tubificidae,4,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9221,OKRO-1092,6/30/2014,Hygrobates,1,PR,,4,,Arthropoda,,Arachnida,,Trombidiformes,Hygrobatidae,,,
Samp9221,OKRO-1092,6/30/2014,Tyrrellia,1,,,,,Arthropoda,,Arachnida,,Trombidiformes,Limnesiidae,,,
Samp9221,OKRO-1092,6/30/2014,Baetidae,26,CG,SW,4,4,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9221,OKRO-1092,6/30/2014,Labiobaetis,11,CG,SW,4,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9221,OKRO-1092,6/30/2014,Paracloeodes,7,SC,SW,4,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9221,OKRO-1092,6/30/2014,Caenis,48,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9221,OKRO-1092,6/30/2014,Sparbarus,1,,,,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9221,OKRO-1092,6/30/2014,Ceratopogonidae,1,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,,,
Samp9221,OKRO-1092,6/30/2014,Ceratopogoninae,3,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9221,OKRO-1092,6/30/2014,Ablabesmyia,5,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9221,OKRO-1092,6/30/2014,Cryptochironomus,16,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Dicrotendipes,11,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Glyptotendipes,10,CG,BU,4,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Lopescladius,1,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9221,OKRO-1092,6/30/2014,Micropsectra,1,CG,CB,3,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Nanocladius,6,CG,SP,4,3,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9221,OKRO-1092,6/30/2014,Paracladopelma,2,CG,SP,4,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Paratanytarsus,2,CG,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Paratendipes,14,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Polypedilum,14,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Procladius,1,PR,SP,5,9,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Saetheria,1,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Tanypus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Tanytarsus,20,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Thienemannimyia genus gr.,2,,,4,,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Argia,1,PR,CN,4,7,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9221,OKRO-1092,6/30/2014,Coenagrionidae,4,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9221,OKRO-1092,6/30/2014,Dolichopodidae,1,PR,SP,,4,Arthropoda,,Insecta,,Diptera,Dolichopodidae,Dolichopodinae,,
Samp9221,OKRO-1092,6/30/2014,Gomphidae,1,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9221,OKRO-1092,6/30/2014,Progomphus,1,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9221,OKRO-1092,6/30/2014,Peltodytes,5,SH,CB,4,8,Arthropoda,,Insecta,,Coleoptera,Haliplidae,,,
Samp9221,OKRO-1092,6/30/2014,Berosus,1,CG,SW,4,5,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Berosinae,,
Samp9221,OKRO-1092,6/30/2014,Laccobius,52,PR,,4,7,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Hydrophilinae,,
Samp9221,OKRO-1092,6/30/2014,Hydroptila,3,SC,CN,4,6,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,Hydroptilinae,,
Samp9221,OKRO-1092,6/30/2014,Nectopsyche,14,SH,CB,4,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9221,OKRO-1092,6/30/2014,Oecetis,1,PR,CN,4,8,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9221,OKRO-1092,6/30/2014,Tricorythodes,1,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9221,OKRO-1092,6/30/2014,Ranatra,2,PR,CB,,,Arthropoda,,Insecta,,Hemiptera,Nepidae,Ranatrinae,,
Samp9221,OKRO-1092,6/30/2014,Erioptera,2,CG,BU;SP,4,6,Arthropoda,,Insecta,,Diptera,Tipulidae,Limoniinae,,
Samp9222,TXR9-0909,8/29/2013,Tubificidae,1,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9222,TXR9-0909,8/29/2013,Hydrobiidae,5,SC,CB,,5,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,,,
Samp9222,TXR9-0909,8/29/2013,Melanoides,3,,,6,,Mollusca,,Gastropoda,,Mesogastropoda,Thiaridae,,,
Samp9222,TXR9-0909,8/29/2013,Krendowskia,6,,,,,Arthropoda,,Arachnida,,Trombidiformes,Krendowskiidae,,,
Samp9222,TXR9-0909,8/29/2013,Unionicola,1,,,,8,Arthropoda,,Arachnida,,Trombidiformes,Unionicolidae,,,
Samp9222,TXR9-0909,8/29/2013,Mysidae,4,,,,,Arthropoda,,Malacostraca,,Mysida,Mysidae,,,
Samp9222,TXR9-0909,8/29/2013,Caenis,8,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9222,TXR9-0909,8/29/2013,Ceratopogoninae,2,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9222,TXR9-0909,8/29/2013,Coelotanypus,7,PR,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9222,TXR9-0909,8/29/2013,Cryptochironomus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Dicrotendipes,2,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Polypedilum,3,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Stenochironomus,1,CG;SH,BU,4,5,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Tanypus,2,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9222,TXR9-0909,8/29/2013,Tanytarsus,1,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Dubiraphia,8,CG,CN,4,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9222,TXR9-0909,8/29/2013,Heterelmis,1,CG,CN,4,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9222,TXR9-0909,8/29/2013,Stenelmis,4,SC,CN,4,7,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9222,TXR9-0909,8/29/2013,Gomphidae,4,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9222,TXR9-0909,8/29/2013,Gyrinus,1,PR,SW,3,5,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,Gyrininae,,
Samp9222,TXR9-0909,8/29/2013,Nectopsyche,4,SH,CB,4,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9222,TXR9-0909,8/29/2013,Oecetis,3,PR,CN,4,8,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9237,FW08NM023,5/20/2009,Enchytraeidae,1,CG,BU,5,9,Annelida,,Oligochaeta,,Enchytraeida,Enchytraeidae,,,
Samp9237,FW08NM023,5/20/2009,Tubificidae,6,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9237,FW08NM023,5/20/2009,Prostoma,1,PR,,4,6,Nemertea,,Enopla,,Hoplonemertea,Tetrastemmatidae,,,
Samp9237,FW08NM023,5/20/2009,Baetidae,1,CG,SW,4,4,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9237,FW08NM023,5/20/2009,Fallceon,1,CG,SW,4,5,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9237,FW08NM023,5/20/2009,Caenidae,4,CG,SP,,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9237,FW08NM023,5/20/2009,Calopterygidae,1,PR,CB,4,5,Arthropoda,,Insecta,,Odonata,Calopterygidae,,,
Samp9237,FW08NM023,5/20/2009,Hetaerina,1,PR,CB,4,6,Arthropoda,,Insecta,,Odonata,Calopterygidae,,,
Samp9237,FW08NM023,5/20/2009,Ceratopogonidae,2,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,,,
Samp9237,FW08NM023,5/20/2009,Ceratopogoninae,1,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9237,FW08NM023,5/20/2009,Ablabesmyia,8,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9237,FW08NM023,5/20/2009,Chernovskiia,1,,,,,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9237,FW08NM023,5/20/2009,Chironomus,2,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Cladotanytarsus,2,CF,CB,3,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Cricotopus/orthocladius,12,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9237,FW08NM023,5/20/2009,Dicrotendipes,20,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Gillotia,3,,BU,,,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Lopescladius,16,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9237,FW08NM023,5/20/2009,Paracladopelma,1,CG,SP,4,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Parakiefferiella,1,CG,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9237,FW08NM023,5/20/2009,Saetheria,1,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Tanytarsus,36,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9237,FW08NM023,5/20/2009,Thienemannimyia genus gr.,15,,,4,,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9237,FW08NM023,5/20/2009,Dytiscidae,1,PR,CB,4,5,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,,,
Samp9237,FW08NM023,5/20/2009,Gomphidae,10,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9237,FW08NM023,5/20/2009,Ophiogomphus,1,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9237,FW08NM023,5/20/2009,Progomphus,2,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9237,FW08NM023,5/20/2009,Tricorythodes,7,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9243,FW08OK005,7/28/2009,Cercobrachys,4,,,4,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9243,FW08OK005,7/28/2009,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9243,FW08OK005,7/28/2009,Gillotia,10,,BU,,,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9243,FW08OK005,7/28/2009,Polypedilum,1,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9243,FW08OK005,7/28/2009,Pseudochironomus,2,CG,BU,4,5,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9243,FW08OK005,7/28/2009,Robackia,2,CG,BU,4,2,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9243,FW08OK005,7/28/2009,Tanypus,26,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9243,FW08OK005,7/28/2009,Tanytarsus,2,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9243,FW08OK005,7/28/2009,Progomphus,1,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9243,FW08OK005,7/28/2009,Homoeoneuria,4,CF;CG,BU,2,2,Arthropoda,,Insecta,,Ephemeroptera,Oligoneuriidae,,,
Samp9244,FW08OK011,7/15/2008,Caenis,42,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9244,FW08OK011,7/15/2008,Ablabesmyia,2,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9244,FW08OK011,7/15/2008,Chironomidae,3,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9244,FW08OK011,7/15/2008,Chironomus,3,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9244,FW08OK011,7/15/2008,Dicrotendipes,7,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9244,FW08OK011,7/15/2008,Saetheria,2,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9244,FW08OK011,7/15/2008,Argia,1,PR,CN,4,7,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9244,FW08OK011,7/15/2008,Helichus,1,SH,CN,3,5,Arthropoda,,Insecta,,Coleoptera,Dryopidae,,,
Samp9244,FW08OK011,7/15/2008,Dubiraphia,1,CG,CN,4,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9244,FW08OK011,7/15/2008,Stenelmis,2,SC,CN,4,7,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9244,FW08OK011,7/15/2008,Gomphidae,1,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9244,FW08OK011,7/15/2008,Heptageniidae,2,SC,CN,3,4,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,,,
Samp9244,FW08OK011,7/15/2008,Hydropsyche,3,CF,CN,4,4,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,Hydropsychinae,,
Samp9244,FW08OK011,7/15/2008,Nectopsyche,18,SH,CB,4,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9244,FW08OK011,7/15/2008,Oecetis,3,PR,CN,4,8,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9244,FW08OK011,7/15/2008,Tricorythodes,8,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9246,FW08OK056,6/15/2009,Argulus,1,,,,,Arthropoda,Crustacea,Maxillopoda,,Arguloida,Argulidae,,,
Samp9246,FW08OK056,6/15/2009,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9246,FW08OK056,6/15/2009,Cricotopus/orthocladius,1,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9246,FW08OK056,6/15/2009,Gillotia,2,,BU,,,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9246,FW08OK056,6/15/2009,Paratendipes,1,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9246,FW08OK056,6/15/2009,Polypedilum,1,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9246,FW08OK056,6/15/2009,Tanytarsus,1,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9246,FW08OK056,6/15/2009,Berosus,1,CG,SW,4,5,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Berosinae,,
Samp9246,FW08OK056,6/15/2009,Homoeoneuria,2,CF;CG,BU,2,2,Arthropoda,,Insecta,,Ephemeroptera,Oligoneuriidae,,,
Samp9247,FW08TX052,7/9/2009,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9247,FW08TX052,7/9/2009,Larsia,1,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9247,FW08TX052,7/9/2009,Cheumatopsyche,1,CF,CN,4,5,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,Hydropsychinae,,
Samp9248,FW08TX065,6/23/2009,Cercobrachys,1,,,4,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9248,FW08TX065,6/23/2009,Dasyhelea,40,CG,SP,5,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Dasyheleinae,,
Samp9248,FW08TX065,6/23/2009,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9248,FW08TX065,6/23/2009,Chironomus,11,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9248,FW08TX065,6/23/2009,Gillotia,3,,BU,,,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9248,FW08TX065,6/23/2009,Lopescladius,6,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9248,FW08TX065,6/23/2009,Tanypus,37,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9248,FW08TX065,6/23/2009,Tanytarsus,1,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9248,FW08TX065,6/23/2009,Hydroptila,1,SC,CN,4,6,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,Hydroptilinae,,
