"SampleID","StationID","CollDate","TaxaID","N_Taxa"
"Samp9211","OKR9-0901",2013-06-18,"Physidae",4
"Samp9211","OKR9-0901",2013-06-18,"Caenis",1
"Samp9211","OKR9-0901",2013-06-18,"Ceratopogonidae",2
"Samp9211","OKR9-0901",2013-06-18,"Gillotia",2
"Samp9211","OKR9-0901",2013-06-18,"Progomphus",1
"Samp9211","OKR9-0901",2013-06-18,"Berosus",2
"Samp9212","OKR9-0903",2014-09-15,"Tubificidae",4
"Samp9212","OKR9-0903",2014-09-15,"Lymnaeidae",1
"Samp9212","OKR9-0903",2014-09-15,"Caenis",2
"Samp9212","OKR9-0903",2014-09-15,"Ceratopogoninae",12
"Samp9212","OKR9-0903",2014-09-15,"Dasyhelea",2
"Samp9212","OKR9-0903",2014-09-15,"Chironomidae",1
"Samp9212","OKR9-0903",2014-09-15,"Chironomus",2
"Samp9212","OKR9-0903",2014-09-15,"Cryptochironomus",29
"Samp9212","OKR9-0903",2014-09-15,"Dicrotendipes",2
"Samp9212","OKR9-0903",2014-09-15,"Glyptotendipes",8
"Samp9212","OKR9-0903",2014-09-15,"Paratendipes",1
"Samp9212","OKR9-0903",2014-09-15,"Polypedilum",82
"Samp9212","OKR9-0903",2014-09-15,"Pseudochironomus",30
"Samp9212","OKR9-0903",2014-09-15,"Rheotanytarsus",1
"Samp9212","OKR9-0903",2014-09-15,"Tanypus",19
"Samp9212","OKR9-0903",2014-09-15,"Gomphidae",5
"Samp9212","OKR9-0903",2014-09-15,"Progomphus",2
"Samp9212","OKR9-0903",2014-09-15,"Oecetis",4
"Samp9214","OKR9-0906",2013-07-02,"Tubificidae",1
"Samp9214","OKR9-0906",2013-07-02,"Paracloeodes",1
"Samp9214","OKR9-0906",2013-07-02,"Ceratopogonidae",30
"Samp9214","OKR9-0906",2013-07-02,"Ceratopogoninae",8
"Samp9214","OKR9-0906",2013-07-02,"Polypedilum",53
"Samp9214","OKR9-0906",2013-07-02,"Coenagrionidae",5
"Samp9214","OKR9-0906",2013-07-02,"Dolichopodidae",1
"Samp9214","OKR9-0906",2013-07-02,"Berosus",1
"Samp9215","OKR9-0908",2013-06-26,"Ceratopogoninae",6
"Samp9215","OKR9-0908",2013-06-26,"Chironomus",55
"Samp9215","OKR9-0908",2013-06-26,"Cladotanytarsus",1
"Samp9215","OKR9-0908",2013-06-26,"Cricotopus/orthocladius",1
"Samp9215","OKR9-0908",2013-06-26,"Cryptochironomus",4
"Samp9215","OKR9-0908",2013-06-26,"Dicrotendipes",4
"Samp9215","OKR9-0908",2013-06-26,"Glyptotendipes",6
"Samp9215","OKR9-0908",2013-06-26,"Lopescladius",2
"Samp9215","OKR9-0908",2013-06-26,"Paracladopelma",1
"Samp9215","OKR9-0908",2013-06-26,"Paratendipes",6
"Samp9215","OKR9-0908",2013-06-26,"Polypedilum",10
"Samp9215","OKR9-0908",2013-06-26,"Procladius",2
"Samp9215","OKR9-0908",2013-06-26,"Saetheria",1
"Samp9215","OKR9-0908",2013-06-26,"Stictochironomus",1
"Samp9215","OKR9-0908",2013-06-26,"Tanypus",2
"Samp9215","OKR9-0908",2013-06-26,"Thienemannimyia genus gr.",1
"Samp9215","OKR9-0908",2013-06-26,"Stenelmis",1
"Samp9215","OKR9-0908",2013-06-26,"Ephydridae",1
"Samp9217","OKRM-1002",2013-07-09,"Physidae",1
"Samp9217","OKRM-1002",2013-07-09,"Baetidae",1
"Samp9217","OKRM-1002",2013-07-09,"Cercobrachys",4
"Samp9217","OKRM-1002",2013-07-09,"Chironomus",3
"Samp9217","OKRM-1002",2013-07-09,"Cryptochironomus",2
"Samp9217","OKRM-1002",2013-07-09,"Dicrotendipes",1
"Samp9217","OKRM-1002",2013-07-09,"Lopescladius",29
"Samp9217","OKRM-1002",2013-07-09,"Nanocladius",1
"Samp9217","OKRM-1002",2013-07-09,"Paracladopelma",7
"Samp9217","OKRM-1002",2013-07-09,"Paratendipes",3
"Samp9217","OKRM-1002",2013-07-09,"Polypedilum",1
"Samp9217","OKRM-1002",2013-07-09,"Pseudochironomus",2
"Samp9217","OKRM-1002",2013-07-09,"Saetheria",2
"Samp9217","OKRM-1002",2013-07-09,"Tanypus",1
"Samp9217","OKRM-1002",2013-07-09,"Tanytarsus",16
"Samp9217","OKRM-1002",2013-07-09,"Coenagrionidae",2
"Samp9217","OKRM-1002",2013-07-09,"Gomphidae",2
"Samp9219","OKRM-1021",2014-06-02,"Glossiphoniidae",1
"Samp9219","OKRM-1021",2014-06-02,"Caenis",4
"Samp9219","OKRM-1021",2014-06-02,"Chironomus",16
"Samp9219","OKRM-1021",2014-06-02,"Cryptochironomus",1
"Samp9219","OKRM-1021",2014-06-02,"Dicrotendipes",4
"Samp9219","OKRM-1021",2014-06-02,"Glyptotendipes",5
"Samp9219","OKRM-1021",2014-06-02,"Larsia",6
"Samp9219","OKRM-1021",2014-06-02,"Polypedilum",3
"Samp9219","OKRM-1021",2014-06-02,"Procladius",1
"Samp9219","OKRM-1021",2014-06-02,"Coenagrionidae",4
"Samp9219","OKRM-1021",2014-06-02,"Ephydridae",2
"Samp9219","OKRM-1021",2014-06-02,"Progomphus",3
"Samp9220","OKRM-1026",2014-08-19,"Arrenurus",3
"Samp9220","OKRM-1026",2014-08-19,"Cercobrachys",3
"Samp9220","OKRM-1026",2014-08-19,"Ceratopogoninae",3
"Samp9220","OKRM-1026",2014-08-19,"Chironomidae",1
"Samp9220","OKRM-1026",2014-08-19,"Cryptochironomus",3
"Samp9220","OKRM-1026",2014-08-19,"Polypedilum",1
"Samp9220","OKRM-1026",2014-08-19,"Tanypus",11
"Samp9220","OKRM-1026",2014-08-19,"Gomphidae",2
"Samp9220","OKRM-1026",2014-08-19,"Progomphus",2
"Samp9220","OKRM-1026",2014-08-19,"Homoeoneuria",5
"Samp9221","OKRO-1092",2014-06-30,"Tubificidae",4
"Samp9221","OKRO-1092",2014-06-30,"Hygrobates",1
"Samp9221","OKRO-1092",2014-06-30,"Tyrrellia",1
"Samp9221","OKRO-1092",2014-06-30,"Baetidae",26
"Samp9221","OKRO-1092",2014-06-30,"Labiobaetis",11
"Samp9221","OKRO-1092",2014-06-30,"Paracloeodes",7
"Samp9221","OKRO-1092",2014-06-30,"Caenis",48
"Samp9221","OKRO-1092",2014-06-30,"Sparbarus",1
"Samp9221","OKRO-1092",2014-06-30,"Ceratopogonidae",1
"Samp9221","OKRO-1092",2014-06-30,"Ceratopogoninae",3
"Samp9221","OKRO-1092",2014-06-30,"Ablabesmyia",5
"Samp9221","OKRO-1092",2014-06-30,"Chironomidae",1
"Samp9221","OKRO-1092",2014-06-30,"Cryptochironomus",16
"Samp9221","OKRO-1092",2014-06-30,"Dicrotendipes",11
"Samp9221","OKRO-1092",2014-06-30,"Glyptotendipes",10
"Samp9221","OKRO-1092",2014-06-30,"Lopescladius",1
"Samp9221","OKRO-1092",2014-06-30,"Micropsectra",1
"Samp9221","OKRO-1092",2014-06-30,"Nanocladius",6
"Samp9221","OKRO-1092",2014-06-30,"Paracladopelma",2
"Samp9221","OKRO-1092",2014-06-30,"Paratanytarsus",2
"Samp9221","OKRO-1092",2014-06-30,"Paratendipes",14
"Samp9221","OKRO-1092",2014-06-30,"Polypedilum",14
"Samp9221","OKRO-1092",2014-06-30,"Procladius",1
"Samp9221","OKRO-1092",2014-06-30,"Saetheria",1
"Samp9221","OKRO-1092",2014-06-30,"Tanypus",1
"Samp9221","OKRO-1092",2014-06-30,"Tanytarsus",20
"Samp9221","OKRO-1092",2014-06-30,"Thienemannimyia genus gr.",2
"Samp9221","OKRO-1092",2014-06-30,"Argia",1
"Samp9221","OKRO-1092",2014-06-30,"Coenagrionidae",4
"Samp9221","OKRO-1092",2014-06-30,"Dolichopodidae",1
"Samp9221","OKRO-1092",2014-06-30,"Gomphidae",1
"Samp9221","OKRO-1092",2014-06-30,"Progomphus",1
"Samp9221","OKRO-1092",2014-06-30,"Peltodytes",5
"Samp9221","OKRO-1092",2014-06-30,"Berosus",1
"Samp9221","OKRO-1092",2014-06-30,"Laccobius",52
"Samp9221","OKRO-1092",2014-06-30,"Hydroptila",3
"Samp9221","OKRO-1092",2014-06-30,"Nectopsyche",14
"Samp9221","OKRO-1092",2014-06-30,"Oecetis",1
"Samp9221","OKRO-1092",2014-06-30,"Tricorythodes",1
"Samp9221","OKRO-1092",2014-06-30,"Ranatra",2
"Samp9221","OKRO-1092",2014-06-30,"Erioptera",2
"Samp9222","TXR9-0909",2013-08-29,"Tubificidae",1
"Samp9222","TXR9-0909",2013-08-29,"Hydrobiidae",5
"Samp9222","TXR9-0909",2013-08-29,"Melanoides",3
"Samp9222","TXR9-0909",2013-08-29,"Krendowskia",6
"Samp9222","TXR9-0909",2013-08-29,"Unionicola",1
"Samp9222","TXR9-0909",2013-08-29,"Mysidae",4
"Samp9222","TXR9-0909",2013-08-29,"Caenis",8
"Samp9222","TXR9-0909",2013-08-29,"Ceratopogoninae",2
"Samp9222","TXR9-0909",2013-08-29,"Coelotanypus",7
"Samp9222","TXR9-0909",2013-08-29,"Cryptochironomus",1
"Samp9222","TXR9-0909",2013-08-29,"Dicrotendipes",2
"Samp9222","TXR9-0909",2013-08-29,"Polypedilum",3
"Samp9222","TXR9-0909",2013-08-29,"Stenochironomus",1
"Samp9222","TXR9-0909",2013-08-29,"Tanypus",2
"Samp9222","TXR9-0909",2013-08-29,"Tanytarsus",1
"Samp9222","TXR9-0909",2013-08-29,"Dubiraphia",8
"Samp9222","TXR9-0909",2013-08-29,"Heterelmis",1
"Samp9222","TXR9-0909",2013-08-29,"Stenelmis",4
"Samp9222","TXR9-0909",2013-08-29,"Gomphidae",4
"Samp9222","TXR9-0909",2013-08-29,"Gyrinus",1
"Samp9222","TXR9-0909",2013-08-29,"Nectopsyche",4
"Samp9222","TXR9-0909",2013-08-29,"Oecetis",3
"Samp9237","FW08NM023",2009-05-20,"Enchytraeidae",1
"Samp9237","FW08NM023",2009-05-20,"Tubificidae",6
"Samp9237","FW08NM023",2009-05-20,"Prostoma",1
"Samp9237","FW08NM023",2009-05-20,"Baetidae",1
"Samp9237","FW08NM023",2009-05-20,"Fallceon",1
"Samp9237","FW08NM023",2009-05-20,"Caenidae",4
"Samp9237","FW08NM023",2009-05-20,"Calopterygidae",1
"Samp9237","FW08NM023",2009-05-20,"Hetaerina",1
"Samp9237","FW08NM023",2009-05-20,"Ceratopogonidae",2
"Samp9237","FW08NM023",2009-05-20,"Ceratopogoninae",1
"Samp9237","FW08NM023",2009-05-20,"Ablabesmyia",8
"Samp9237","FW08NM023",2009-05-20,"Chernovskiia",1
"Samp9237","FW08NM023",2009-05-20,"Chironomus",2
"Samp9237","FW08NM023",2009-05-20,"Cladotanytarsus",2
"Samp9237","FW08NM023",2009-05-20,"Cricotopus/orthocladius",12
"Samp9237","FW08NM023",2009-05-20,"Dicrotendipes",20
"Samp9237","FW08NM023",2009-05-20,"Gillotia",3
"Samp9237","FW08NM023",2009-05-20,"Lopescladius",16
"Samp9237","FW08NM023",2009-05-20,"Paracladopelma",1
"Samp9237","FW08NM023",2009-05-20,"Parakiefferiella",1
"Samp9237","FW08NM023",2009-05-20,"Saetheria",1
"Samp9237","FW08NM023",2009-05-20,"Tanytarsus",36
"Samp9237","FW08NM023",2009-05-20,"Thienemannimyia genus gr.",15
"Samp9237","FW08NM023",2009-05-20,"Dytiscidae",1
"Samp9237","FW08NM023",2009-05-20,"Gomphidae",10
"Samp9237","FW08NM023",2009-05-20,"Ophiogomphus",1
"Samp9237","FW08NM023",2009-05-20,"Progomphus",2
"Samp9237","FW08NM023",2009-05-20,"Tricorythodes",7
"Samp9243","FW08OK005",2009-07-28,"Cercobrachys",4
"Samp9243","FW08OK005",2009-07-28,"Chironomidae",1
"Samp9243","FW08OK005",2009-07-28,"Gillotia",10
"Samp9243","FW08OK005",2009-07-28,"Polypedilum",1
"Samp9243","FW08OK005",2009-07-28,"Pseudochironomus",2
"Samp9243","FW08OK005",2009-07-28,"Robackia",2
"Samp9243","FW08OK005",2009-07-28,"Tanypus",26
"Samp9243","FW08OK005",2009-07-28,"Tanytarsus",2
"Samp9243","FW08OK005",2009-07-28,"Progomphus",1
"Samp9243","FW08OK005",2009-07-28,"Homoeoneuria",4
"Samp9244","FW08OK011",2008-07-15,"Caenis",42
"Samp9244","FW08OK011",2008-07-15,"Ablabesmyia",2
"Samp9244","FW08OK011",2008-07-15,"Chironomidae",3
"Samp9244","FW08OK011",2008-07-15,"Chironomus",3
"Samp9244","FW08OK011",2008-07-15,"Dicrotendipes",7
"Samp9244","FW08OK011",2008-07-15,"Saetheria",2
"Samp9244","FW08OK011",2008-07-15,"Argia",1
"Samp9244","FW08OK011",2008-07-15,"Helichus",1
"Samp9244","FW08OK011",2008-07-15,"Dubiraphia",1
"Samp9244","FW08OK011",2008-07-15,"Stenelmis",2
"Samp9244","FW08OK011",2008-07-15,"Gomphidae",1
"Samp9244","FW08OK011",2008-07-15,"Heptageniidae",2
"Samp9244","FW08OK011",2008-07-15,"Hydropsyche",3
"Samp9244","FW08OK011",2008-07-15,"Nectopsyche",18
"Samp9244","FW08OK011",2008-07-15,"Oecetis",3
"Samp9244","FW08OK011",2008-07-15,"Tricorythodes",8
"Samp9246","FW08OK056",2009-06-15,"Argulus",1
"Samp9246","FW08OK056",2009-06-15,"Chironomidae",1
"Samp9246","FW08OK056",2009-06-15,"Cricotopus/orthocladius",1
"Samp9246","FW08OK056",2009-06-15,"Gillotia",2
"Samp9246","FW08OK056",2009-06-15,"Paratendipes",1
"Samp9246","FW08OK056",2009-06-15,"Polypedilum",1
"Samp9246","FW08OK056",2009-06-15,"Tanytarsus",1
"Samp9246","FW08OK056",2009-06-15,"Berosus",1
"Samp9246","FW08OK056",2009-06-15,"Homoeoneuria",2
"Samp9247","FW08TX052",2009-07-09,"Chironomidae",1
"Samp9247","FW08TX052",2009-07-09,"Larsia",1
"Samp9247","FW08TX052",2009-07-09,"Cheumatopsyche",1
"Samp9248","FW08TX065",2009-06-23,"Cercobrachys",1
"Samp9248","FW08TX065",2009-06-23,"Dasyhelea",40
"Samp9248","FW08TX065",2009-06-23,"Chironomidae",1
"Samp9248","FW08TX065",2009-06-23,"Chironomus",11
"Samp9248","FW08TX065",2009-06-23,"Gillotia",3
"Samp9248","FW08TX065",2009-06-23,"Lopescladius",6
"Samp9248","FW08TX065",2009-06-23,"Tanypus",37
"Samp9248","FW08TX065",2009-06-23,"Tanytarsus",1
"Samp9248","FW08TX065",2009-06-23,"Hydroptila",1
